customer_name,total_clean
Dawn Gordon,5121.86
Sarah Conrad,5121.81
Mrs. Sarah Coleman,5121.63
Ann Hancock,5121.62
Kaitlin Sosa,5121.6
Edward Peters,5121.53
Logan Knight,5121.4
Jason Yoder,5121.39
Kelly Pacheco,5121.25
George Lang,5121.24
Miguel Ramirez,5121.2
Melinda Kramer,5121.08
Dr. Sarah Marshall,5120.95
John Flynn,5120.76
Sarah Phelps,5120.469999999999
Jesus Bowen,5120.36
Aaron Daniels,5120.32
Cassie Christian,5120.25
Samantha Ho,5119.92
Jamie Bender,5119.89
Rachel Jenkins,5119.8
Larry Vazquez,5119.64
Jamie Hampton,5119.59
Adam Duffy,5119.56
Meagan Sanchez,5119.4
Ryan Levy,5119.25
Melissa Bradford,5119.2
Theresa Berry,5119.2
David Nichols,5119.15
Marcia Lloyd,5119.1
Brad Williams,5119.0599999999995
Jacob Carpenter,5119.02
Linda Duarte,5118.99
Javier Brown,5118.84
Madison Jackson,5118.84
Sean Savage,5118.8
Brandy Phillips,5118.76
Jason Fisher,5118.65
Stacey Huang,5118.32
John Mathews,5118.29
Eric Goodwin,5118.18
Lori Brown PhD,5118.15
Evelyn Hill,5118.12
Robert Bolton,5118.11
Mark Reeves,5118.03
Yolanda Chavez,5117.96
Arthur Yoder,5117.94
Kaitlyn Harvey,5117.65
Trevor Price,5117.64
Michele Andrade,5117.48
Jeffery Moss,5117.45
Austin Cohen,5117.24
Roger Powell,5117.2
Melanie Norris,5117.1
Abigail Lopez,5117.1
Jennifer Jennings,5116.98
Benjamin Rogers,5116.9400000000005
Kristina Hampton,5116.64
Matthew Wall,5116.530000000001
Angela Hensley,5116.4
Matthew Wolfe,5116.4
Samuel Thomas,5116.3
Shelly Ramirez,5116.28
Kathy Romero,5116.22
Jacob Ortiz,5116.16
Morgan Diaz,5116.15
Ruth Bell,5116.1
Joseph Snyder,5116.08
Nicholas Kemp,5115.95
Lisa House,5115.93
Bryan Perez,5115.92
Steven Weaver,5115.76
Ricky Snyder,5115.75
Robert Maddox,5115.38
Holly Schultz,5115.24
Anthony Armstrong,5115.04
James Schaefer,5115.04
Julian Casey,5115.0
Sara Mckee,5114.88
Jenna Brewer,5114.84
Kenneth Archer,5114.62
Dawn Hansen,5114.59
Karla Allen,5114.52
Miss Meghan Frazier,5114.22
Jo Stanton,5114.2
Diane Flynn,5114.16
Rebekah Reese,5114.13
Paula Bailey,5113.95
Benjamin Robinson,5113.73
Annette Drake,5113.7
Shane Nichols,5113.7
Jonathan Benson,5113.6
Angela Glover,5113.32
Melissa Yang,5113.15
Laurie Bryant,5113.11
Katelyn Hatfield,5112.99
Dakota Zuniga,5112.69
Jamie Wells,5112.68
Vicki Diaz,5112.36
Krista Payne,5112.32
Colleen Bates,5112.15
Cameron Madden,5112.1
Ms. Allison Gomez,5112.06
Donna Morris,5111.95
Tyler Myers,5111.92
Christian Grant,5111.88
Donald York,5111.5
Kristine Lloyd,5111.45
Jill Martin,5111.370000000001
Marie Stevens,5111.36
Kristin Casey,5111.25
Katrina Fischer,5111.22
Joshua Bradford,5111.09
Dustin Collins MD,5111.08
Jeremy Cline Jr.,5111.07
Adam Howell,5111.04
Michelle Armstrong,5111.02
Sarah Haynes,5110.98
Monique Hamilton,5110.95
Tyler Carter,5110.94
Veronica West,5110.77
Dr. Alejandro Robinson,5110.72
Nicole Craig,5110.68
Dale Alexander,5110.65
Renee Booth,5110.48
Evan Baker,5110.47
Laurie Maynard,5110.38
Gina Carrillo,5110.36
Brooke Ayala,5110.12
David Greer,5109.95
Miranda Blake,5109.72
Daniel Landry,5109.63
Kaylee Reid,5109.5
Cameron Wilson,5109.39
Kelly Berg,5109.24
Yvonne Odom,5109.16
Benjamin Webb,5109.12
Christian Gomez,5109.110000000001
Theresa Rush,5109.1
Manuel Grant,5108.91
Jacqueline Morales MD,5108.8
James Woodward,5108.780000000001
Mr. Joseph Greene MD,5108.68
Russell Keith,5108.52
Anthony Moore MD,5108.46
Elizabeth Webster,5108.4400000000005
Vincent Peterson,5108.28
Michelle Cruz,5108.1
Angela Pena,5107.97
Erika Henderson,5107.92
Peter Walters,5107.64
Belinda Medina,5107.52
Aaron Huynh,5107.47
Ashley Daniel,5107.41
Megan Koch,5107.35
Steven Andersen,5107.29
Zachary Tate,5107.26
Kenneth Benton,5107.26
Whitney Foley,5107.12
Kristin Zamora,5106.96
Jennifer Frazier,5106.92
Bridget Bowen,5106.65
Jennifer Everett,5106.6
Aaron Franco,5106.52
Kristin Todd,5106.45
Christopher Singleton,5106.45
Randy Riley,5106.3
Rachel Mullins,5106.24
Lauren Owen,5106.24
Bethany Scott,5106.23
Katie Stone,5106.2
Christopher Hurley,5106.2
Seth Le,5105.75
Rachel Weaver,5105.67
Amy Mccann,5105.64
Angela Montgomery,5105.64
Sarah Kirk,5105.46
Barbara King,5105.360000000001
Tommy Lopez,5105.24
Adam Jennings,5105.22
Tammy Cummings,5105.22
Chelsea Ross,5105.19
Alexander Owen,5104.98
Laurie Payne,5104.77
Sean Bennett,5104.72
Jeremiah Hill,5104.71
Jeffery Hernandez,5104.63
Amber Gonzales,5104.56
Marcus Cooper,5104.49
Bethany Dunlap,5104.32
Miguel Price,5104.32
Sarah Mcconnell,5104.05
Kathryn Strong,5103.99
Stephanie Love,5103.95
Haley Kane,5103.8
Melissa Hart,5103.799999999999
Tracy Melendez,5103.64
Dustin Boyd,5103.5
Ashley Fowler,5103.48
Ronald Herrera,5103.36
Jonathan Boone,5103.27
Timothy Warren,5103.240000000001
Jessica Blair,5103.13
Caroline Ramirez,5103.1
Justin Cross,5103.09
Mr. Joseph Beck,5103.05
Arthur Malone,5103.03
Cheryl Hudson,5102.91
Natasha Dixon,5102.37
Steven Young Jr.,5102.1
Ashley Knox,5101.89
Cindy Hamilton,5101.71
Russell Mora,5101.55
Troy Higgins,5101.53
Leah Krause,5101.28
Billy Woods,5101.26
Arthur Gomez,5101.08
Jacob Hopkins,5100.93
Victoria Mosley,5100.88
Mrs. Tracy Nelson,5100.48
Donald Bowman,5100.32
Jaclyn Moore,5100.21
Kenneth Medina,5100.2
Jeffery Sellers,5100.18
Meghan Griffin,5100.04
Natalie Ford,5100.0
Kelsey Robinson,5099.86
Gabriel Montes,5099.85
Cody Townsend,5099.79
Julia Suarez,5099.65
Mark Hart,5099.5
Leonard Rivas,5099.4
Lisa Ingram,5099.33
Matthew Griffin,5099.14
Alexandria Gilbert,5099.13
Melissa Palmer DVM,5099.1
Erin Barry,5099.01
Sharon Hunt,5099.0
Tyler Salazar,5098.95
David Page,5098.69
Cynthia Werner,5098.67
Angela Obrien,5098.65
Adrian Ward,5098.56
Connor Joyce,5098.53
Dana Harper,5098.5
Jesse Hoover,5098.25
Corey Webb,5098.16
Brent Robinson,5097.96
Gina Norman,5097.95
Steven Ritter,5097.9
Jamie Kemp,5097.8
Dalton Foley,5097.5
Harry Newton,5097.33
Nicole Hubbard,5097.32
Brandon Ho,5097.3
Hannah White,5097.24
Misty Singh,5097.12
Kimberly Banks,5097.09
Amber Parker,5096.95
Tammy Gardner,5096.92
Paul Webb,5096.8
Christy Taylor,5096.65
Kristin Hanna,5096.56
Zachary Dixon,5096.46
James Powers,5096.36
Hayley Mccarthy,5096.24
Vanessa Patton,5096.16
Donald Ruiz,5096.09
Kara Banks,5096.07
Teresa Landry,5096.07
Tamara Romero,5095.95
Sarah Harrison,5095.95
Joshua Mclaughlin,5095.4
Sheri Stephens,5095.37
Andrea Hayden,5095.29
Jeanette Ramos,5095.2
Kristin Chapman,5095.2
Vicki Tucker,5095.2
Rachel Mcguire,5095.07
Brad Brown,5094.9400000000005
Brett Morgan,5094.9
Patrick Wong,5094.8
Kelly Collier,5094.72
Gregory Cummings Jr.,5094.6
Samantha Holmes,5094.6
Melissa Graves,5094.46
Meagan Browning,5094.4
Scott Potter,5094.33
Catherine Chase,5094.15
Harold Phillips,5094.12
Edward Spears,5094.03
Jennifer Hahn,5093.9
Carol Gay,5093.67
Andrea Barrera,5093.6
Linda Davila,5093.31
Bryan Oliver,5093.3
Mrs. Deborah Edwards,5093.24
Amanda Mcneil,5092.9
Samantha Maldonado,5092.89
Brandon Mason,5092.780000000001
Stephanie Phillips,5092.78
Paul Jennings,5092.73
Debra Day,5092.7
Dr. Tyler Lozano,5092.65
Tiffany Burns,5092.28
Jasmine Mcguire DDS,5092.2
Eric Klein,5092.13
Ronald Tyler,5092.09
Candace Salazar,5092.08
Lindsay Watson,5092.0
Linda Fernandez,5092.0
Jonathan Robertson,5091.9400000000005
Douglas Vaughan,5091.88
Savannah Wright,5091.8
Brett Solomon,5091.68
John Shah,5091.66
Kim Martinez,5091.66
Cheryl Fletcher,5091.64
Marcus Kline,5091.57
Sonya Rush,5091.48
Kristine Beard,5091.15
Jacqueline Carrillo,5091.0
Dylan Odom,5090.95
Patty Chaney,5090.9
Harry Schneider,5090.48
Erica Ryan,5090.4400000000005
Ashley Hudson,5090.43
Susan Watkins MD,5090.28
Jacqueline Reilly,5090.04
Ann Evans,5089.75
Gabriel Collins,5089.74
Zoe Stanley,5089.74
Deanna Baker,5089.73
Elizabeth Quinn,5089.62
Glen Harris,5089.5
Jacob Cole,5089.48
Riley Hartman,5089.45
Andrew Price,5089.3
Denise Reyes,5089.3
Michelle Black,5089.26
Timothy Barrera,5089.24
Robin Rosales,5089.24
Lydia Hernandez,5089.05
Janet Parsons,5088.9
Beth Martin,5088.82
Cindy Perez,5088.8
Jeffery Griffin,5088.78
Nicole Valentine,5088.62
Melanie Riddle,5088.52
Gabrielle Hendricks,5088.52
Christopher Cabrera,5088.46
Cody Sherman,5088.27
Anthony Blair,5088.12
Jennifer Kirk,5088.09
Stephanie Le,5088.09
Dean Joseph,5088.03
Michelle Adams PhD,5088.0
Christine Powell,5087.8
Kimberly Reilly,5087.75
Sean Lawson,5087.7
Allison Pittman,5087.34
Dr. Kelly Matthews,5087.28
Jerome Thornton,5087.25
Crystal Morrow,5087.15
Christina Hill,5087.02
Evelyn Coleman,5086.98
Juan Jordan,5086.86
Colleen Thompson,5086.8
Mark Lin,5086.75
Marc Compton,5086.7
Mark Ramos,5086.7
Andre Peters,5086.7
Brianna Fields,5086.62
Sabrina Petty,5086.6
William Estrada,5086.6
Savannah Morris,5086.36
Connor Hobbs,5086.35
Monica Haynes,5086.17
William Hays,5086.15
Joyce Hickman,5086.11
Chase Bass Jr.,5086.05
Misty Gardner,5085.88
Megan Nguyen,5085.78
Joel Robinson,5085.75
Stephanie Foley,5085.44
Adam Davies,5085.36
Andrew Doyle,5085.36
Timothy Hood,5085.14
Haley Oconnell,5085.0
Kevin Molina,5084.84
Gary Palmer,5084.8
Victor Moore,5084.56
Amber Sanchez,5084.5199999999995
Brooke Jones,5084.48
Chelsey Perry,5084.4
Phillip Vasquez,5084.32
Billy Parrish,5084.24
Sergio Price,5084.2
John Davila,5084.19
Katherine Wagner,5083.94
Sheila Knight,5083.639999999999
Matthew Chapman,5083.42
Mrs. Jennifer Lambert,5083.4
Christopher Colon,5083.16
Nicholas Lawrence,5083.0
Felicia Lynch,5082.96
Matthew Medina,5082.79
Kim Moreno,5082.72
Regina Mason,5082.4800000000005
Eugene Page,5082.44
Monica Salazar,5082.36
Matthew Andersen,5082.36
Mrs. Ruth Ruiz,5082.3
Virginia Morton,5082.3
Angela Conway,5082.24
Roger Haney,5082.12
Mckenzie Ellison,5082.12
Bobby Anderson,5081.85
Jeffrey Herman,5081.7
Evelyn Williams,5081.61
Kristin Mclaughlin,5081.52
Linda Bruce,5081.28
Kevin Gregory,5081.139999999999
Michelle Pham,5081.08
Carmen Stein,5081.0
Dustin Lam,5080.98
Craig Nguyen,5080.97
Christopher Barry,5080.96
Brian Garner,5080.94
Barry Nguyen,5080.92
Jeremiah Morgan,5080.89
Mrs. Sharon Rivera,5080.84
Katherine Wilkins,5080.72
Erin Miller MD,5080.56
Justin Valdez,5080.54
William Cameron,5080.4
Nicole Atkins,5080.25
Holly Sims,5080.2
Jacqueline Morton,5080.05
Briana Booth,5080.04
Jordan Vincent,5079.95
Cristina Townsend,5079.85
Thomas Barrera,5079.66
Jeanette Baker,5079.56
Lori Gibson DVM,5079.48
Allison Merritt,5079.48
Derek Kent,5079.32
Tara Hicks,5079.12
Brittney Caldwell,5078.88
Christy Bell,5078.85
Kara Warner,5078.8
Anthony Lowery,5078.7
Ruben Brown,5078.5
Jessica Marks,5078.42
Ashley Graham,5078.38
Amy Meadows,5078.36
Jon Gibbs,5078.25
Bobby Jackson,5078.17
Crystal Lyons,5078.16
Jimmy Ball,5078.05
Adam Bowers,5078.0
Carmen Sosa,5077.92
Melissa Miranda,5077.82
Alexandra Gray,5077.8
Luis Snyder,5077.77
Ruben Walter,5077.76
Allen Kelley,5077.68
Dalton Roberts,5077.68
Ashley Sloan,5077.44
Patricia Novak,5077.35
Stacey Goodman,5077.28
Scott Torres,5077.24
Jonathan Harrington,5077.14
Brittany Holt,5076.9
James Tyler,5076.9
Andrew Andrews,5076.81
Jeffery Orozco,5076.8
David Ponce,5076.79
Laura Allen MD,5076.78
Thomas Fisher,5076.66
Larry Mcfarland,5076.5
Cindy Cox,5076.38
Stephen Reese,5076.35
Larry Baldwin,5076.2
Brandon Dawson,5075.96
Antonio Hicks MD,5075.96
David Hudson,5075.95
Misty Calderon,5075.79
Tanner Rios,5075.7
Cameron Caldwell,5075.68
Mia Thomas DVM,5075.67
Jessica Holden,5075.64
Sarah Contreras,5075.5
Eric Hicks,5075.4
Allen Woodward,5075.31
Tyler Walton,5075.28
Monica Murillo,5075.2
Carl Ford,5075.1
Rebecca Kim,5075.09
Wendy Butler,5075.0599999999995
Brian Soto,5075.04
Todd Best,5075.0
Kristin Martinez,5074.91
Darren Larson,5074.65
Peter Boyle,5074.6
Scott Horn,5074.52
Richard Aguilar,5074.29
Cynthia Richard,5074.02
Wendy Sanchez,5073.96
Kristen Nash,5073.88
Nicholas Alvarado,5073.81
Gregory Franklin,5073.8
Loretta Hughes,5073.76
Christy Gonzales,5073.72
Sean Love,5073.64
Courtney Figueroa,5073.57
Christian Jacobs,5073.45
Mrs. Amy Davis MD,5073.08
Mr. Bryan Keller,5072.91
Justin Mccullough,5072.84
Roy Cardenas,5072.76
Katie Green,5072.65
Adrian Rush,5072.6
Joshua Buchanan,5072.549999999999
Caleb White,5072.48
Paul Austin,5072.39
Juan Collins,5072.37
Jessica Banks,5072.35
James Bond,5072.33
Sheila Richardson,5072.25
Jillian Hall,5072.15
Jacob Davidson,5072.08
Stanley Simpson,5072.02
Karen Rocha,5072.0
Caleb Stokes,5072.0
Janet Garcia,5071.889999999999
Dr. Erica Hunt,5071.71
Mrs. Lynn Scott,5071.7
Alexander Brooks,5071.6900000000005
Troy Fitzgerald,5071.62
Debbie Tucker,5071.41
Diana Duncan,5071.4
Gregory Logan,5071.4
Joseph Cooley,5071.4
Kimberly Newton,5071.35
Ricky Mejia,5071.15
Stephen Mcgee,5070.87
David Oconnor,5070.46
Karen Sweeney,5070.2300000000005
Cindy Ayers,5070.18
Karen Bradshaw,5070.16
Andrew Juarez,5070.12
Kathy Price,5070.08
Timothy Howell,5069.92
Charlene Franklin,5069.75
Dr. Suzanne Moore,5069.61
William Bennett,5069.58
Kyle Alvarez,5069.52
Brittney Bonilla,5069.37
Margaret Morris,5069.36
Rachel Richardson,5069.34
Charles Knight,5069.34
Lindsay Nicholson,5069.31
Debra Allen,5069.2
Colin Reese,5069.13
Kimberly Navarro,5069.07
Christopher Watson DVM,5068.8
Stacey Lawrence,5068.8
Brian Shepherd,5068.8
Sarah Short,5068.68
Angela Arnold,5067.900000000001
Melody Leonard,5067.87
Wyatt Olson,5067.72
Laurie Newton,5067.64
Rachael Wheeler,5067.6
Craig Beck,5067.469999999999
Nicholas Branch,5067.42
Mrs. Becky Wilson,5067.28
Christopher Zamora,5067.21
Maurice Moon,5067.05
Jacob Howe,5067.0
Derek Nguyen MD,5066.76
Kenneth Gill,5066.75
Lori Holland,5066.64
Dawn Morris,5066.62
Mrs. Danielle Stokes,5066.61
Anne Weber,5066.58
Anna Coffey,5066.46
Ricky Dyer,5066.28
Beth Jones,5066.2
Brooke Reynolds,5065.92
Matthew Bates,5065.64
Suzanne Jones,5065.52
Sherri Alvarez,5065.52
Raven Ballard,5065.4
Elizabeth Harmon,5064.75
Lisa Beard,5064.69
Chelsea Wilkins,5064.66
Bryan Nelson,5064.650000000001
Jesus Rogers,5064.639999999999
Joanne Zamora,5064.4
Richard Terry,5064.360000000001
Christopher Newman Jr.,5064.18
Devin Romero,5064.15
Matthew Walters,5064.12
Matthew Evans DVM,5063.97
Cindy Villarreal,5063.76
Debbie Wright,5063.46
Ralph Ramirez,5063.34
Jose Wang,5063.24
Brandy Holt,5063.2
Michelle Nixon,5063.16
Ronald Gordon,5062.88
Shelly Long,5062.8
Natalie Gonzales,5062.76
Jonathon Wang,5062.72
Tina Farmer,5062.64
Roy Terry,5062.44
Veronica Lewis,5062.4
Julie Guerra,5062.35
Vincent Stephens,5062.32
Kendra Leach,5062.11
Charles Villarreal,5061.69
Erik Hurst,5061.66
Todd Horton,5061.57
Victor Robles,5061.18
Sierra Cruz,5061.15
Sophia Hurst,5061.05
Jody Lopez,5060.84
George Little,5060.65
Christian Glass,5060.6
Nathaniel Estrada,5060.46
Victor Ellis,5060.4
Shawn Walker,5060.3099999999995
Brenda Ruiz,5060.27
Gregory Bennett,5060.23
Courtney Mccall,5060.22
Shawn Neal,5060.19
Phillip Reeves,5060.19
Maria Edwards,5060.17
Matthew Marquez,5059.89
Connie Fox,5059.88
Leroy Cobb,5059.8
Heather Hancock,5059.71
Linda Solomon,5059.7
Harry Hobbs,5059.44
Carla Henry,5059.22
Beverly Farmer,5059.2
Ann Wood,5059.179999999999
Deborah Fernandez,5058.860000000001
Blake Chase,5058.84
Sara Farmer,5058.81
Lisa Gray,5058.76
Susan Cole,5058.72
Ronnie Howard,5058.69
Rebecca Leach,5058.6
Tracie Lee,5058.5
Devin James,5058.48
Christopher Randolph,5058.3
Austin Gordon,5058.15
Todd Mathis,5057.94
John Wilkins,5057.93
Anthony Lara,5057.88
Brittany Arnold,5057.76
Monica Cohen,5057.68
Margaret Webb,5057.56
Daniel Estes,5057.44
Holly Roberts,5057.39
Christian Chambers,5057.36
Bethany Spencer,5057.35
Angel Kirby,5057.19
Daniel Walsh MD,5057.15
Karen Cross,5057.12
Justin Marsh,5056.95
Danny Guerrero,5056.71
Martin Gomez,5056.71
Wanda Morgan,5056.68
Vanessa Gregory,5056.68
Mitchell Burke,5056.6
Samuel Frederick,5056.6
Amanda Mccarthy,5056.58
Todd Christian,5056.56
Lisa Tanner,5056.4
Kimberly Friedman,5056.29
Shannon Alexander,5056.28
Dwayne Wagner,5056.25
Anna Gentry,5055.96
Don Cabrera,5055.92
Tommy Wallace,5055.889999999999
Harold Green,5055.69
Jeremy May,5055.6
Dennis Young,5055.39
Derek Daniels,5055.35
Lisa Guerra,5055.33
Paul Kline,5055.23
Cassidy Allen,5055.16
Carrie Greene,5055.1
Holly Gaines,5054.79
Leah Burke,5054.55
Peggy Cohen,5053.63
Samuel Cameron,5053.53
Monica Myers,5052.75
Bethany Bradley,5052.65
Kevin Paul,5052.45
Alexis Meza,5052.44
Jonathan Bryant,5052.42
Mrs. Sara Carpenter,5052.04
Laurie Nicholson,5051.77
Brenda Ellis,5051.76
Michelle Hatfield,5051.7
Joanne Santana,5051.24
Derrick Jenkins,5051.19
Pamela Levine,5051.17
Kyle Valencia,5051.15
Emma Morris,5051.07
Zachary Ball DDS,5051.04
Randall Thomas,5050.9
Dennis Garcia,5050.9
Jacqueline Caldwell,5050.84
Keith Hardin,5050.84
Patrick Armstrong,5050.71
Renee Rodriguez,5050.4
Katherine Logan,5050.32
Holly Gray,5050.29
Crystal Foster,5050.23
Leslie Cooper,5050.08
Mrs. Elizabeth Goodwin,5049.85
Wendy Stone,5049.76
Sergio Moss,5049.68
Chelsea Warren,5049.57
Steven Dyer,5049.36
Zachary Tran,5049.32
Laura Cruz,5049.28
Shannon Bird,5049.03
Kenneth Manning,5048.8
Jill Hughes,5048.76
Cassandra Nash,5048.7
Michelle Ortiz,5048.31
Catherine Ruiz,5048.2
Brett Santos,5048.2
Jeremy Gonzalez,5048.18
Andrew Mckenzie,5048.12
Katherine Jordan,5048.1
Tina Webb,5048.07
Jennifer Rubio,5047.99
Cody Bates,5047.85
Alexis White,5047.85
Manuel Larsen,5047.8
Xavier Coleman,5047.780000000001
Mary Merritt,5047.71
Michelle Banks,5047.68
Katrina Jackson,5047.5
Shelley Mitchell,5047.47
Matthew Petersen,5047.45
Stacy Garrett,5047.400000000001
Justin Chaney,5047.4
Rebecca Roth,5047.33
Jaime Graham,5047.2
John Costa,5047.17
Carolyn Simpson,5046.9
Johnny Olson,5046.9
Aaron Castillo,5046.87
Cory Bowman,5046.84
Keith Bradshaw,5046.56
Maria Little,5046.48
Jaime Whitehead,5046.48
Ashley Soto,5046.450000000001
Madison Richards,5046.32
Jennifer Roach,5046.3
Michele Webb,5046.2
Peter Wheeler,5046.08
Anna Moon,5046.06
Ann Norman,5046.0
Albert Brown,5046.0
Mrs. Jamie Burton MD,5045.94
Adam Hodges,5045.82
Valerie Ramos,5045.8
Brent Nguyen,5045.67
Carl Wall,5045.52
Taylor House,5045.42
Audrey Wu,5045.35
Andrea Ward,5045.32
Steven Welch,5045.25
Lisa Berry,5045.21
Kelly Krueger,5045.17
Aaron Roberson,5045.1
Rebekah Ortiz,5045.04
Sandra Summers,5045.04
Katrina Jones,5044.83
Robin Baker,5044.76
Justin Yang,5044.55
Jason Mcpherson,5044.5
Darrell Wu,5044.32
Patrick Bishop,5044.11
Emily Summers,5044.04
Dominique Walker,5044.0
Paige Boyd,5043.88
Felicia Carlson,5043.87
Stacy Flores,5043.84
Traci Davies PhD,5043.72
Tiffany Duncan,5043.68
Megan Allen,5043.64
Gwendolyn Randolph,5043.48
Erica Christensen,5043.4400000000005
Diana Nelson,5043.4
Paul Mason,5043.35
Laura Kelly,5043.2
Reginald Kim,5043.1
Aaron Randall,5042.88
Bridget Stanley,5042.8
Ashley Ruiz,5042.76
Jeremiah Jones,5042.62
Madeline Nichols,5042.61
Carlos Blake,5042.55
Kylie Graham,5042.52
Dennis Keith,5042.25
Larry Ewing,5042.1
Becky Campbell,5042.07
Jessica Powers,5041.97
Brian Paul,5041.9
Randall Friedman,5041.65
Lindsey Conway,5041.65
Amber Barber,5041.6
Eric Valencia,5041.29
Nathan Combs,5041.28
Kyle Nelson,5041.1900000000005
Gilbert Abbott,5040.9
Joseph Ayala,5040.75
Arthur Payne,5040.56
Valerie Brown,5040.42
Heidi Clements,5040.3
Charles Franklin,5040.05
Mrs. Jennifer Mcdowell MD,5040.0
Mr. William Romero,5039.85
Carlos Rice,5039.84
Patrick Giles,5039.8
Paula Hamilton,5039.6
Jill Maddox,5039.55
Frank Graham,5039.48
Caitlyn Rice,5039.46
Andre Morrison,5039.45
Kim Morales,5039.43
Nancy Hawkins,5039.34
Crystal Park,5039.25
Tammy Watkins,5039.16
Madison Rodgers,5039.13
Curtis Carter,5039.01
Tiffany Welch,5039.0
Tyler Maldonado,5038.98
Maureen Gomez,5038.9
Jordan Dunn,5038.83
Brenda Weiss,5038.799999999999
Colleen Nicholson,5038.74
Ian Nelson,5038.74
Jonathon Davis,5038.63
Mrs. Mackenzie Gomez,5038.5
Lisa Velasquez,5038.45
Barbara Pierce,5038.28
Julie Day,5037.8
Morgan Barnes DDS,5037.8
Lawrence Whitney,5037.69
Steven Acevedo MD,5037.56
James Schultz,5037.55
Sandra Meyers,5037.4
April Miller,5037.28
Raymond Foster,5037.209999999999
Lance Norman,5037.08
Jennifer Clarke,5037.0
Susan Levine,5036.82
Tony Spence,5036.75
Kimberly Maldonado,5036.74
Pamela Pratt,5036.58
Victor Garcia,5036.56
Heidi Kelly,5036.52
Jose Donovan,5036.52
Margaret Arias,5036.44
Steven Mejia MD,5036.4
Alexander Osborn,5036.32
Jenny Roy,5036.25
Tina Saunders,5036.19
Kyle Ramsey,5036.04
Brad Cobb,5035.84
Sharon Hicks,5035.8
Daisy Carpenter,5035.65
Craig Norton,5035.45
Elizabeth Bowman DVM,5035.23
Darrell Munoz,5035.11
Christine Horne,5035.05
Justin Hodges,5035.0
Aaron Drake,5035.0
David Rollins,5034.96
Pamela Hernandez,5034.93
Alexander Mann,5034.9
Rebecca Ortega,5034.870000000001
Roberto Hunter,5034.87
Kelly Liu,5034.8
Marcus Williams,5034.780000000001
Caitlyn Gordon,5034.68
Peter Hill,5034.66
Angela Lucas,5034.59
Molly Peters,5034.57
Mrs. Jessica Murray MD,5034.48
Scott Ware,5034.46
Alicia Rosales,5034.36
Brittany Jordan,5034.35
Douglas Norman,5034.35
Dawn Buchanan,5034.33
Robert Mullins,5034.2300000000005
Brandon Freeman,5033.8
Kathleen Jacobson,5033.79
Lisa Salazar,5033.74
Beverly Sanchez,5033.58
Beth Ross,5033.58
Desiree Villegas,5033.25
Taylor Mcdonald,5033.24
Jesus Cobb,5033.2
Daniel Osborne,5033.18
Ryan Case,5033.04
Charles Campbell,5032.98
Dylan Saunders,5032.96
Gabriel Ramirez,5032.95
Rebecca Erickson,5032.8
Jonathan Evans,5032.68
Deanna Wise,5032.65
Jerry Bailey,5032.56
Abigail Mitchell,5032.28
Virginia Green,5032.16
Pam Garrett,5032.14
Aaron Myers,5031.96
Neil Bailey II,5031.96
Melvin Davis,5031.84
Jeffrey Phelps,5031.84
Deborah Donovan,5031.65
Alejandra Roberts,5031.56
Melinda King,5031.36
Steve Ward,5031.25
Bradley Riggs,5031.2
Robert Kline,5031.04
Tammy Peck,5030.9
Margaret Wheeler,5030.82
James Montoya,5030.57
Beverly Brown,5030.52
Brianna Bell,5030.46
Sandra Stark,5030.36
Raymond Dunn,5030.2
Melanie Acevedo,5030.08
Kathy Parsons,5030.07
Katrina Knight,5029.9
Jimmy Mason,5029.89
Chelsea Graham,5029.83
Brenda Clayton,5029.75
Joel Arias,5029.74
Calvin Lara,5029.68
Robin Craig,5029.65
Janet Contreras,5029.6
James Hopkins MD,5029.41
Bruce Campbell,5029.4
Zachary Rodriguez,5029.17
Christina Ibarra,5029.12
Allen Russell,5029.02
Haley Patrick,5028.84
Ariel Norman,5028.84
Stephen George,5028.82
Tiffany Lawson,5028.75
Edward Freeman,5028.56
Stephen Wilkinson,5028.51
Dan Torres,5028.48
Susan Henderson,5028.27
Denise Daniels,5028.23
Daniel Odom,5028.15
Darren Sullivan,5028.09
Tricia Brown,5028.06
Thomas Rogers,5028.05
Frank Hall,5027.95
Rebecca Soto,5027.889999999999
Ronald Boyd,5027.889999999999
Debra Mckenzie,5027.8
Mandy Mejia,5027.48
Sherry Nichols,5027.32
Michael Caldwell,5027.25
Andrea Fry,5027.22
Janet Schmidt,5027.2
Douglas Pittman,5027.15
Keith Small,5027.15
Kathryn Poole,5027.12
Tina Mendoza,5027.01
Tristan Moore,5027.0
Jack Young,5026.56
Lindsay Burns,5026.38
Gregory Mann,5026.16
Jennifer Moody,5026.13
Mr. Daniel Odonnell,5026.04
Ms. Regina Smith PhD,5025.9
Roberta Boyle,5025.7
Evan Harris,5025.68
Elijah Cuevas,5025.33
Shannon Walsh DVM,5025.27
Terry Henderson,5025.25
Thomas Torres,5025.24
Marvin Russell DDS,5025.24
Christian Santos,5025.2
Emily Schmitt,5025.19
Carly Kane,5025.12
Kimberly Henry,5024.959999999999
Shannon Ferguson,5024.95
Chad Evans,5024.88
Julia Silva,5024.88
Linda Quinn,5024.87
Ryan Wiley II,5024.8
Monica Molina,5024.6
Steven Bass,5024.46
Diana Obrien,5023.98
Shawn Drake,5023.68
Ann Lynch MD,5023.6
